Text,Start Time,Duration,Video ID
">> Yeah, going last on this one is",813.36,2.0,ZZN7BAYeOtc
outstanding. Uh,814.639,3.44,ZZN7BAYeOtc
">> there you go, Dan. Dan drew the short",815.36,5.12,ZZN7BAYeOtc
for kickers. [laughter] uh who can,818.079,4.32,ZZN7BAYeOtc
weather the storm. Both of these teams,820.48,4.24,ZZN7BAYeOtc
lead the NFL or tops in the NFL when it,822.399,4.641,ZZN7BAYeOtc
comes to first first quarter scoring,824.72,4.239,ZZN7BAYeOtc
differential. So like who comes out and,827.04,3.919,ZZN7BAYeOtc
throws the first punch and then who can,828.959,5.601,ZZN7BAYeOtc
kind of punch back? Seattle plus 79,830.959,5.601,ZZN7BAYeOtc
first quarter outscoring their opponents,834.56,5.12,ZZN7BAYeOtc
New England plus 45. So what team kind,836.56,4.959,ZZN7BAYeOtc
of takes that lead early on? But if,839.68,3.839,ZZN7BAYeOtc
"that's the case, what team in that first",841.519,3.44,ZZN7BAYeOtc
quarter can kind of throw that counter,843.519,2.801,ZZN7BAYeOtc
"punch back? Dan, this is really",844.959,2.801,ZZN7BAYeOtc
"interesting, but there was a baby that",846.32,2.959,ZZN7BAYeOtc
"was stealing the show back. Wait, where?",847.76,3.68,ZZN7BAYeOtc
"Where's the baby? Baby, baby.",849.279,3.68,ZZN7BAYeOtc
>> Little baby. [cheering],851.44,2.72,ZZN7BAYeOtc
>> I'll take the baby.,852.959,3.041,ZZN7BAYeOtc
>> Simba. The baby.,854.16,2.56,ZZN7BAYeOtc
>> SIMBA.,856.0,1.68,ZZN7BAYeOtc
>> DAN.,856.72,5.559,ZZN7BAYeOtc
>> A DAN'S GOT the baby.,857.68,4.599,ZZN7BAYeOtc
>> Dan's not going to give the baby back.,862.72,3.52,ZZN7BAYeOtc
>> Another baby.,864.24,2.8,ZZN7BAYeOtc
Baby.,866.24,2.399,ZZN7BAYeOtc
">> Look at the baby. Like, what the hell?",867.04,2.799,ZZN7BAYeOtc
>> Baby. Baby.,868.639,3.361,ZZN7BAYeOtc
>> I need another babe. I need another kid.,869.839,3.921,ZZN7BAYeOtc
>> Uhoh.,872.0,4.24,ZZN7BAYeOtc
"Like, no. Dan, DON'T COME HOME.",873.76,3.759,ZZN7BAYeOtc
>> LOOK HOW [laughter] CUTE.,876.24,2.8,ZZN7BAYeOtc
>> Dan's got four kids. He's asking for,877.519,3.44,ZZN7BAYeOtc
>> I thought they were saying rael. They,879.04,3.039,ZZN7BAYeOtc
were [laughter] saying baby the whole,880.959,1.601,ZZN7BAYeOtc
time.,882.079,2.081,ZZN7BAYeOtc
">> Man, get a man's baby back.",882.56,3.36,ZZN7BAYeOtc
">> Yeah, that baby is really cute. That's a",884.16,2.4,ZZN7BAYeOtc
real cute baby.,885.92,2.479,ZZN7BAYeOtc
">> Also, that baby is way chiller than my",886.56,4.639,ZZN7BAYeOtc
two babies cuz just dealt with it. By,888.399,5.761,ZZN7BAYeOtc
"the way, uh Dan, you had 11 career",891.199,7.121,ZZN7BAYeOtc
fumbles. I'm glad that wasn't number 12.,894.16,7.119,ZZN7BAYeOtc
">> All right, let's talk about this game.",898.32,4.8,ZZN7BAYeOtc
That's what I'm told in my ear. ESPN,901.279,3.68,ZZN7BAYeOtc
analytics simulated the Super Bowl,903.12,4.32,ZZN7BAYeOtc
"10,000 times and the Seahawks were",904.959,5.761,ZZN7BAYeOtc
victorious in 60% of those simulations.,907.44,5.36,ZZN7BAYeOtc
The average score difference in those,910.72,4.0,ZZN7BAYeOtc
"10,000 matchups was the Seahawks by",912.8,3.279,ZZN7BAYeOtc
about three and a half points.,914.72,3.04,ZZN7BAYeOtc
"Currently, DraftKings Sportsbook has",916.079,3.44,ZZN7BAYeOtc
Seattle as a 4 and a half point,917.76,3.84,ZZN7BAYeOtc
"favorite. Swagoo, you first. Who you got",919.519,3.68,ZZN7BAYeOtc
in this game?,921.6,4.479,ZZN7BAYeOtc
>> I remember being in New England.,923.199,5.2,ZZN7BAYeOtc
It was snowing and the Houston Texans,926.079,4.32,ZZN7BAYeOtc
were coming into town and I [music] was,928.399,4.321,ZZN7BAYeOtc
"thinking to myself, there is no way",930.399,4.401,ZZN7BAYeOtc
you're going to be able to beat the,932.72,4.0,ZZN7BAYeOtc
Houston Texans with the way that that,934.8,4.32,ZZN7BAYeOtc
defense has played. We've talked about,936.72,4.4,ZZN7BAYeOtc
Seattle defense and how good they've,939.12,4.399,ZZN7BAYeOtc
been all season long. I'm taking,941.12,4.959,ZZN7BAYeOtc
Seattle. I'm taking the Seahawks fan. I,943.519,4.32,ZZN7BAYeOtc
think they're a complete team. I think,946.079,4.641,ZZN7BAYeOtc
"the offense will show up. All right, we",947.839,4.721,ZZN7BAYeOtc
have spent this entire week talking,950.72,3.679,ZZN7BAYeOtc
"about the matchups, both sides of the",952.56,4.32,ZZN7BAYeOtc
ball between these teams. Most of those,954.399,4.961,ZZN7BAYeOtc
matchups favor the Seattle Seahawks. Top,956.88,5.28,ZZN7BAYeOtc
"to bottom, the roster is better. If Sam",959.36,4.96,ZZN7BAYeOtc
"Darnold protects the football, limits",962.16,4.08,ZZN7BAYeOtc
turnovers. I do not see how Seattle,964.32,3.6,ZZN7BAYeOtc
loses this game. I'm picking Seattle.,966.24,3.76,ZZN7BAYeOtc
">> Yeah, I think every team I think every",967.92,4.24,ZZN7BAYeOtc
"team has their moment, and it feels like",970.0,3.6,ZZN7BAYeOtc
the Seattle Seahawks [music] are,972.16,3.679,ZZN7BAYeOtc
destined for this moment. the way that,973.6,4.4,ZZN7BAYeOtc
"this defense has played all year, the",975.839,4.56,ZZN7BAYeOtc
"story behind Sam Darnold, then Jackson",978.0,5.166,ZZN7BAYeOtc
Smith and Jacob's absolute excellence at,980.399,4.481,ZZN7BAYeOtc
[music] the position. This is a team,983.166,4.033,ZZN7BAYeOtc
under Mike McDonald that knew exactly,984.88,4.181,ZZN7BAYeOtc
who they needed to be and they'll be,987.199,3.2,ZZN7BAYeOtc
[music] that on Sunday evening.,989.061,2.778,ZZN7BAYeOtc
">> Yeah, I'm taking Seattle. They've been",990.399,2.88,ZZN7BAYeOtc
one of the more dominant football teams,991.839,4.081,ZZN7BAYeOtc
we've seen in the NFL last 10 years. I,993.279,4.641,ZZN7BAYeOtc
think New England's defense can keep,995.92,3.76,ZZN7BAYeOtc
them in it. got so much respect for Mike,997.92,3.599,ZZN7BAYeOtc
"Greybel as a coach,",999.68,4.079,ZZN7BAYeOtc
>> but Seattle is has been with [music] the,1001.519,4.481,ZZN7BAYeOtc
Rams the two best teams in football all,1003.759,4.32,ZZN7BAYeOtc
year. Seattle plays their agame. They,1006.0,3.36,ZZN7BAYeOtc
control the football game. They win.,1008.079,2.161,ZZN7BAYeOtc
">> Boogie, please.",1009.36,5.44,ZZN7BAYeOtc
>> We are in danger of the NFL live curse,1010.24,6.56,ZZN7BAYeOtc
"affecting Super Bowl 60, but it's not",1014.8,4.159,ZZN7BAYeOtc
going to happen. Go with the Patriots.,1016.8,3.12,ZZN7BAYeOtc
">> YES, BOOGIE.",1018.959,3.521,ZZN7BAYeOtc
">> YOU GUYS LOVE ME. I need to. All right,",1019.92,4.72,ZZN7BAYeOtc
but here's why. I actually think Drake,1022.48,3.68,ZZN7BAYeOtc
May and his legs is going to be the key,1024.64,3.12,ZZN7BAYeOtc
factor in this game. I think he's going,1026.16,4.32,ZZN7BAYeOtc
to step up in huge moments.,1027.76,4.4,ZZN7BAYeOtc
">> Yeah. And I'm doing it for you, Mina.",1030.48,4.0,ZZN7BAYeOtc
"I'm doing it for you. But seriously,",1032.16,3.919,ZZN7BAYeOtc
Drake May's going to stand up and it's,1034.48,2.88,ZZN7BAYeOtc
going to be great and they're going to,1036.079,2.72,ZZN7BAYeOtc
win and you guys are all going to be,1037.36,2.479,ZZN7BAYeOtc
wrong. And,1038.799,3.04,ZZN7BAYeOtc
>> on Sunday night when we see you as part,1039.839,3.681,ZZN7BAYeOtc
"of the Handoff Show, which tune in",1041.839,4.08,ZZN7BAYeOtc
"around 1:00 a.m. Eastern time, we'll",1043.52,3.679,ZZN7BAYeOtc
talk about how I'm right and you guys,1045.919,3.76,ZZN7BAYeOtc
are wrong. And then we'll see you again,1047.199,5.441,ZZN7BAYeOtc
on Monday in Disneyland. We've got all,1049.679,4.721,ZZN7BAYeOtc
kinds of great coverage still coming up.,1052.64,3.36,ZZN7BAYeOtc
Thanks to everybody for being here.,1054.4,3.519,ZZN7BAYeOtc
Thanks to our incredible staff back in,1056.0,3.919,ZZN7BAYeOtc
"Bristol, Connecticut. We love you guys",1057.919,2.538,ZZN7BAYeOtc
and we appreciate,1059.919,1.281,ZZN7BAYeOtc
[cheering and applause] everybody for,1060.457,3.543,ZZN7BAYeOtc
tuning in. Enjoy Super Bowl 60 Sports,1061.2,4.32,ZZN7BAYeOtc
Center with Matt and Hannah's next.,1064.0,4.52,ZZN7BAYeOtc
>> Amen.,1065.52,3.0,ZZN7BAYeOtc
